id,depair,destair,indepartcode,inarrivecode,outflightno,outdepartdate,outdeparttime,outarrivaldate,outarrivaltime,outbookingclass,outflightclass,outcarriercode,inflightno,indepartdate,indeparttime,inarrivaldate,inarrivaltime,inbookingclass,inflightclass,incarriercode,originalprice,originalcurrency,reservation,carrier,oneway
1717878,EDI,SZG,SZG,EDI,BA1435,20/01/2018,06:50:00,20/01/2018,14:50:00,,Economy,BA,BA683,03/02/2018,16:00:00,03/02/2018,19:55:00,,Economy,BA,426.9,GBP,RWNBD8,British Airways,0
1764747,LGW,BGI,BGI,LGW,BA2153,20/01/2018,13:40:00,20/01/2018,18:30:00,,Business,BA,BA2154,02/02/2018,17:05:00,03/02/2018,05:10:00,,Business,BA,3714.4,GBP,Z0JQWS,British Airways,0
1665063,LGW,BGI,BGI,LGW,BA2155,20/01/2018,10:35:00,20/01/2018,15:30:00,,Business,BA,BA2154,03/02/2018,17:10:00,04/02/2018,05:10:00,,Business,BA,4213.8,GBP,9DKZPG,British Airways,0
1689040,LGW,GND,GND,LGW,BA2159,20/01/2018,10:05:00,20/01/2018,16:50:00,,Economy,BA,BA2158,31/01/2018,18:20:00,01/02/2018,08:20:00,,Economy,BA,1016.2,GBP,DH5K80,British Airways,0
1691201,LGW,GND,GND,LGW,BA2159,20/01/2018,10:05:00,20/01/2018,16:50:00,,Premium Economy,BA,BA2158,27/01/2018,18:20:00,28/01/2018,08:20:00,,Premium Economy,BA,1750,GBP,67PDZA,British Airways,0
1694066,LGW,GND,GND,LGW,BA2159,20/01/2018,10:05:00,20/01/2018,16:50:00,,Economy,BA,BA2158,27/01/2018,18:20:00,28/01/2018,08:20:00,,Economy,BA,1156.2,GBP,6KMM32,British Airways,0
1816748,LGW,UVF,UVF,LGW,BA2159,20/01/2018,10:05:00,20/01/2018,15:00:00,,Economy,BA,BA2158,28/01/2018,20:45:00,29/01/2018,09:00:00,,Economy,BA,1167.4,GBP,MCBFPG,British Airways,0
1825334,LGW,GVA,GVA,LGW,BA2744,20/01/2018,10:25:00,20/01/2018,13:15:00,,Business,BA,BA2743,27/01/2018,12:55:00,27/01/2018,13:35:00,,Business,BA,1160,GBP,KLQSMI,British Airways,0
1854130,BRU,LHR,LHR,BRU,BA391,20/01/2018,10:00:00,20/01/2018,10:20:00,,Economy,BA,BA404,21/01/2018,18:30:00,21/01/2018,20:40:00,,Economy,BA,229.4,GBP,SVN12K,British Airways,0
1848518,SOU,DUB,,,BE383,20/01/2018,09:50:00,20/01/2018,11:10:00,,Economy,BE,,,00:00:00,,00:00:00,,,,130.04,GBP,62D3N6,British European,1
1817023,EDI,BHX,BHX,EDI,BE840,20/01/2018,07:00:00,20/01/2018,08:15:00,,Economy,BE,BE851,22/01/2018,18:35:00,22/01/2018,19:50:00,,Economy,BE,235.7,GBP,W5L0FO,British European,0
1751275,MEL,SIN,HKG,MEL,BI54,20/01/2018,13:25:00,20/01/2018,20:35:00,,Economy,BI,BI636,06/02/2018,14:35:00,07/02/2018,06:00:00,,Economy,BI,1296.3,AUD,KK6LW8,Royal Brunei Airline,0
1758372,MEL,SIN,HKG,MEL,BI54,20/01/2018,13:25:00,20/01/2018,20:35:00,,Economy,BI,BI636,06/02/2018,14:35:00,07/02/2018,06:00:00,,Economy,BI,2122.35,AUD,6BNLZK,Royal Brunei Airline,0
1864454,MAN,TPE,TPE,MAN,CX216,20/01/2018,11:30:00,21/01/2018,09:45:00,,Economy,CX,CX5483,24/01/2018,21:15:00,25/01/2018,06:10:00,,Economy,CX,472.64,GBP,RD281S,Cathay Pacific,0
1863305,LGW,ALC,,,D82440,20/01/2018,17:10:00,20/01/2018,20:30:00,,Economy,D8,,,00:00:00,,00:00:00,,,,100.2,GBP,9Q74X2,Norwegian Air Int,1
1851651,LAS,CUN,,,DL4693,20/01/2018,08:55:00,20/01/2018,19:23:00,,Economy,DL,,,00:00:00,,00:00:00,,,,289,GBP,5DD4S0,Delta,1
1627341,NCL,JFK,JFK,NCL,DL8437,20/01/2018,06:10:00,20/01/2018,13:18:00,,Economy,DL,DL1015,24/01/2018,19:05:00,25/01/2018,10:35:00,,Economy,DL,731.22,GBP,7202M8,Delta,0
1796603,JFK,LGW,,,DY7016,20/01/2018,22:30:00,21/01/2018,10:00:00,,Economy,DY,,,00:00:00,,00:00:00,,,,853.6,GBP,N3RXDS,Norwegian Shuttle,1
1650400,LGW,MCO,MCO,LGW,DY7057,20/01/2018,14:05:00,20/01/2018,18:35:00,,Economy,DY,DY7058,03/02/2018,20:35:00,04/02/2018,09:35:00,,Economy,DY,726,GBP,TPX268,Norwegian Shuttle,0
1650490,LGW,MCO,MCO,LGW,DY7057,20/01/2018,14:05:00,20/01/2018,18:35:00,,Economy,DY,DY7058,03/02/2018,20:35:00,04/02/2018,09:35:00,,Economy,DY,1452,GBP,V95P8A,Norwegian Shuttle,0
1756000,LGW,DEN,DEN,LGW,DY7171,20/01/2018,09:10:00,20/01/2018,12:00:00,,Economy,DY,DY7172,30/01/2018,14:30:00,31/01/2018,06:30:00,,Economy,DY,665.6,GBP,907R5A,Norwegian Shuttle,0
1657440,MAN,JFK,JFK,MAN,EI203,20/01/2018,08:00:00,20/01/2018,13:40:00,,Economy,EI,EI104,24/01/2018,17:30:00,25/01/2018,07:30:00,,Economy,EI,793.78,GBP,DLH838,Aer Lingus,0
1698620,EDI,JFK,JFK,EDI,EI3251,20/01/2018,08:20:00,20/01/2018,13:40:00,,Economy,EI,EI108,26/01/2018,21:10:00,27/01/2018,11:10:00,,Economy,EI,897.58,GBP,VDX662,Aer Lingus,0
1689635,EDI,MIA,MIA,EDI,EI3253,20/01/2018,11:35:00,20/01/2018,19:00:00,,Economy,EI,EI140,03/02/2018,20:50:00,04/02/2018,14:20:00,,Economy,EI,3547.92,GBP,NJP4HG,Aer Lingus,0
1640836,NCL,JFK,JFK,NCL,EI3351,20/01/2018,08:30:00,20/01/2018,13:40:00,,Economy,EI,EI104,24/01/2018,17:30:00,25/01/2018,08:05:00,,Economy,EI,722.98,GBP,QB40DW,Aer Lingus,0
1658239,NCL,JFK,JFK,NCL,EI3351,20/01/2018,08:30:00,20/01/2018,13:40:00,,Economy,EI,EI104,24/01/2018,17:30:00,25/01/2018,08:05:00,,Economy,EI,782.98,GBP,SPJ900,Aer Lingus,0
1688018,NCL,JFK,JFK,NCL,EI3351,20/01/2018,08:30:00,20/01/2018,13:40:00,,Economy,EI,EI104,24/01/2018,17:30:00,25/01/2018,08:05:00,,Economy,EI,779.98,GBP,6MC9CI,Aer Lingus,0
1637938,LGW,SIN,SIN,LGW,EK16,20/01/2018,13:35:00,21/01/2018,14:40:00,,Economy,EK,EK355,08/02/2018,21:00:00,09/02/2018,06:40:00,,Economy,EK,964.14,GBP,SCLTDO,Emirates,0
1665133,LGW,SIN,SIN,LGW,EK16,20/01/2018,13:35:00,21/01/2018,14:40:00,,Economy,EK,EK355,08/02/2018,21:00:00,09/02/2018,06:40:00,,Economy,EK,963.14,GBP,9QQGBA,Emirates,0
1864167,MAN,KUL,,,EK18,20/01/2018,13:10:00,21/01/2018,14:35:00,,Economy,EK,,,00:00:00,,00:00:00,,,,466.24,GBP,Q3RH5I,Emirates,1
1750971,MAN,SIN,HKG,MAN,EK22,20/01/2018,08:45:00,21/01/2018,08:25:00,,Economy,EK,EK383,04/02/2018,17:55:00,05/02/2018,07:00:00,,Economy,EK,1056.48,GBP,BF9Q4S,Emirates,0
1750982,MAN,SIN,HKG,MAN,EK22,20/01/2018,08:45:00,21/01/2018,08:25:00,,Economy,EK,EK383,04/02/2018,17:55:00,05/02/2018,07:00:00,,Economy,EK,1056.48,GBP,BGSHPY,Emirates,0
1788604,MAN,CHC,CHC,MAN,EK22,20/01/2018,08:45:00,22/01/2018,05:00:00,,Economy,EK,EK413,03/02/2018,18:45:00,04/02/2018,11:20:00,,Economy,EK,4447.76,GBP,Q0K54A,Emirates,0
1864919,MAN,DXB,DXB,MAN,EK22,20/01/2018,08:45:00,20/01/2018,19:45:00,,Economy,EK,EK19,27/01/2018,14:40:00,27/01/2018,18:40:00,,Economy,EK,668.28,GBP,TLSMHY,Emirates,0
1640224,SYD,JNB,,,EK415,20/01/2018,06:00:00,20/01/2018,20:50:00,,First,EK,,,00:00:00,,00:00:00,,,,11288.1,AUD,LSTKQC,Emirates,1
1868862,DXB,MCT,,,EK864,20/01/2018,16:15:00,20/01/2018,17:30:00,,Economy,EK,,,00:00:00,,00:00:00,,,,630,AED,5KXNXA,Emirates,1
1791244,LGW,TFS,TFS,LGW,IB7585,20/01/2018,13:50:00,20/01/2018,18:30:00,,Economy,IB,BA2731,02/02/2018,14:10:00,02/02/2018,18:25:00,,Economy,BA,157.8,GBP,RB151O,Iberia,0
1810750,GLA,JNB,JNB,GLA,KL1470,20/01/2018,06:00:00,20/01/2018,22:05:00,,Economy,KL,KL592,27/01/2018,23:59:00,28/01/2018,15:35:00,,Economy,KL,514.43,GBP,KM445Y,KLM,0
1798482,JNB,BGO,BGO,JNB,KL592,20/01/2018,23:59:00,21/01/2018,13:45:00,,Economy,KL,KL1184,04/02/2018,06:10:00,04/02/2018,22:05:00,,Economy,KL,22746.58,ZAR,NVPB3E,KLM,0
1810588,JNB,BGO,BGO,JNB,KL592,20/01/2018,23:59:00,21/01/2018,16:40:00,,Economy,KL,KL1184,04/02/2018,06:10:00,04/02/2018,22:05:00,,Economy,KL,22730.58,ZAR,DSF59Q,KLM,0
1605102,NCL,JFK,JFK,NCL,KL952,20/01/2018,05:50:00,20/01/2018,15:55:00,,Economy,KL,AF9,24/01/2018,23:30:00,25/01/2018,16:00:00,,Economy,AF,592.82,GBP,KJMFD0,KLM,0
1603998,NCL,JFK,JFK,NCL,KL958,20/01/2018,09:25:00,20/01/2018,15:55:00,,Economy,KL,KL644,24/01/2018,21:40:00,25/01/2018,12:55:00,,Economy,KL,897.93,GBP,AFQNPA,KLM,0
1604259,NCL,JFK,JFK,NCL,KL958,20/01/2018,09:25:00,20/01/2018,15:55:00,,Economy,KL,AF11,25/01/2018,21:30:00,26/01/2018,16:00:00,,Economy,AF,680.82,GBP,B44MQU,KLM,0
1604601,NCL,JFK,JFK,NCL,KL960,20/01/2018,13:25:00,20/01/2018,19:30:00,,Economy,KL,KL642,25/01/2018,17:55:00,26/01/2018,08:40:00,,Economy,KL,1197.24,GBP,BNBT24,KLM,0
1604684,NCL,JFK,JFK,NCL,KL960,20/01/2018,13:25:00,20/01/2018,19:30:00,,Economy,KL,AF9,25/01/2018,23:30:00,26/01/2018,16:00:00,,Economy,AF,592.82,GBP,BRC8MU,KLM,0
1605147,NCL,JFK,JFK,NCL,KL960,20/01/2018,13:25:00,20/01/2018,19:30:00,,Economy,KL,AF9,25/01/2018,23:30:00,26/01/2018,16:00:00,,Economy,AF,1035.64,GBP,KN9X7K,KLM,0
1722688,NCL,SIN,SIN,NCL,KL960,20/01/2018,13:25:00,21/01/2018,16:20:00,,Economy,KL,AF257,08/02/2018,23:05:00,09/02/2018,10:35:00,,Economy,AF,1117.42,GBP,A6P8NQ,KLM,0
1807652,JNB,BGO,BGO,JNB,LH573,20/01/2018,19:40:00,21/01/2018,10:55:00,,Economy,LH,LH6139,04/02/2018,16:50:00,05/02/2018,09:30:00,,Economy,LH,23052.58,ZAR,3QQFBQ,Lufthansa,0
1623276,MAN,EWR,EWR,MAN,LH7635,20/01/2018,09:00:00,20/01/2018,12:20:00,,Economy,LH,LH7634,24/01/2018,19:30:00,25/01/2018,07:15:00,,Economy,LH,621.1,GBP,X7HRKA,Lufthansa,0
1624210,GLA,EWR,EWR,GLA,LH7647,20/01/2018,09:00:00,20/01/2018,11:55:00,,Economy,LH,LH7646,24/01/2018,20:00:00,25/01/2018,07:30:00,,Economy,LH,621.32,GBP,753BDY,Lufthansa,0
1674691,LGW,BGI,BGI,LGW,MT2610,20/01/2018,13:05:00,20/01/2018,18:20:00,,Premium Economy,MT,MT2611,27/01/2018,20:20:00,28/01/2018,08:40:00,,Premium Economy,MT,1280.4,GBP,ZMPLRS,Thomas Cook,0
1691957,LGW,BGI,BGI,LGW,MT2610,20/01/2018,13:05:00,20/01/2018,18:20:00,,Economy,MT,MT2611,27/01/2018,20:20:00,28/01/2018,08:40:00,,Economy,MT,698,GBP,E2NJ0I,Thomas Cook,0
1715438,MAN,JFK,JFK,MAN,MT2848,20/01/2018,11:30:00,20/01/2018,13:55:00,,Economy,MT,MT2849,25/01/2018,21:30:00,26/01/2018,08:55:00,,Economy,MT,731.48,GBP,1H3VWQ,Thomas Cook,0
1830425,STN,ADB,ADB,STN,PC1528,20/01/2018,13:55:00,20/01/2018,20:35:00,,Economy,PC,PC1527,10/02/2018,12:10:00,10/02/2018,13:15:00,,Economy,PC,151.82,GBP,LDW690,Pegasus Airlines,0
1820268,SYD,DPS,,,QF43,20/01/2018,16:55:00,20/01/2018,20:20:00,,Economy,QF,,,00:00:00,,00:00:00,,,,911.02,AUD,KWJ5G2,Qantas Airways,1
1677223,MEL,JNB,,,QF481,20/01/2018,17:15:00,21/01/2018,04:35:00,,Economy,QF,,,00:00:00,,00:00:00,,,,2511.38,AUD,4DNS6K,Qantas Airways,1
1674833,BNE,JNB,,,QF597,20/01/2018,17:20:00,21/01/2018,04:35:00,,Business,QF,,,00:00:00,,00:00:00,,,,9791.08,AUD,3KVRQK,Qantas Airways,1
1642761,SYD,JNB,,,QF63,20/01/2018,11:35:00,20/01/2018,16:35:00,,Business,QF,,,00:00:00,,00:00:00,,,,5549.42,AUD,9KS9ZK,Qantas Airways,1
1677161,SYD,JNB,,,QF63,20/01/2018,11:35:00,20/01/2018,16:35:00,,Economy,QF,,,00:00:00,,00:00:00,,,,3552.84,AUD,2KZ4FS,Qantas Airways,1
1835191,SYD,JNB,,,QF63,20/01/2018,11:35:00,20/01/2018,16:35:00,,Premium Economy,QF,,,00:00:00,,00:00:00,,,,6101.02,AUD,LQ36VI,Qantas Airways,1
1757503,SYD,SIN,HKG,SYD,QF81,20/01/2018,11:15:00,20/01/2018,16:30:00,,Economy,QF,QF118,04/02/2018,21:15:00,05/02/2018,09:45:00,,Economy,QF,1701.64,AUD,J3MDB9,Qantas Airways,0
1758817,JNB,LAX,JFK,JNB,QR1368,20/01/2018,20:35:00,21/01/2018,13:15:00,,Economy,QR,QR704,30/01/2018,11:00:00,31/01/2018,16:00:00,,Economy,QR,21606.58,ZAR,BB92RM,Qatar Airways,0
1653838,MAN,SIN,SIN,MAN,QR28,20/01/2018,15:20:00,21/01/2018,14:45:00,,Economy,QR,QR947,08/02/2018,20:25:00,09/02/2018,06:05:00,,Economy,QR,1008.28,GBP,3414TU,Qatar Airways,0
1722219,MAN,SIN,SIN,MAN,QR28,20/01/2018,15:20:00,21/01/2018,14:45:00,,Economy,QR,QR943,10/02/2018,10:45:00,10/02/2018,19:20:00,,Economy,QR,1378.62,GBP,5TDFL6,Qatar Airways,0
1661431,BHX,SIN,SIN,BHX,QR36,20/01/2018,07:50:00,21/01/2018,09:15:00,,Economy,QR,QR947,08/02/2018,20:25:00,09/02/2018,06:00:00,,Economy,QR,980.26,GBP,XX5RD8,Qatar Airways,0
1676415,BNE,JNB,,,SA7253,20/01/2018,17:30:00,21/01/2018,04:35:00,,Economy,SA,,,00:00:00,,00:00:00,,,,1245.09,AUD,RRDQ7C,South African,1
1693473,BNE,JNB,,,SA7253,20/01/2018,17:30:00,21/01/2018,04:35:00,,Economy,SA,,,00:00:00,,00:00:00,,,,1090.39,AUD,JJ46SL,South African,1
1645304,SYD,JNB,,,SA7257,20/01/2018,19:00:00,21/01/2018,04:30:00,,Economy,SA,,,00:00:00,,00:00:00,,,,2481.84,AUD,ZPW7ZY,South African,1
1686118,SYD,JNB,,,SA7257,20/01/2018,19:00:00,21/01/2018,04:35:00,,Business,SA,,,00:00:00,,00:00:00,,,,6558.04,AUD,C0D17C,South African,1
1686884,SYD,JNB,,,SA7257,20/01/2018,19:00:00,21/01/2018,04:35:00,,Economy,SA,,,00:00:00,,00:00:00,,,,2182.24,AUD,QS4KGU,South African,1
1686886,SYD,JNB,,,SA7257,20/01/2018,19:00:00,21/01/2018,04:35:00,,Economy,SA,,,00:00:00,,00:00:00,,,,2182.24,AUD,QRMJ84,South African,1
1645540,MAN,JFK,JFK,MAN,SN2184,20/01/2018,06:15:00,20/01/2018,13:20:00,,Economy,SN,SN502,25/01/2018,18:15:00,26/01/2018,10:15:00,,Economy,SN,592.88,GBP,28744O,Brussels Airlines,0
1751287,SYD,SIN,HKG,SYD,SQ212,20/01/2018,09:05:00,20/01/2018,14:15:00,,Economy,SQ,SQ871,07/02/2018,19:55:00,08/02/2018,11:40:00,,Economy,SQ,1721.64,AUD,LB46DK,Singapore Airlines,0
1751299,SYD,SIN,HKG,SYD,SQ212,20/01/2018,09:05:00,20/01/2018,14:15:00,,Economy,SQ,SQ871,07/02/2018,19:55:00,08/02/2018,11:40:00,,Economy,SQ,1721.64,AUD,LKPPQI,Singapore Airlines,0
1703412,LHR,SIN,SIN,LHR,SQ317,20/01/2018,10:55:00,21/01/2018,07:50:00,,Economy,SQ,SQ318,08/02/2018,12:50:00,08/02/2018,19:00:00,,Economy,SQ,1101.14,GBP,B489PW,Singapore Airlines,0
1655020,LHR,SIN,SIN,LHR,SQ319,20/01/2018,20:35:00,21/01/2018,17:30:00,,Economy,SQ,SQ318,08/02/2018,12:50:00,08/02/2018,19:00:00,,Economy,SQ,1391.94,GBP,D2JD8A,Singapore Airlines,0
1669702,LHR,SIN,SIN,LHR,SQ321,20/01/2018,22:05:00,21/01/2018,19:00:00,,Economy,SQ,SQ318,08/02/2018,12:50:00,08/02/2018,19:00:00,,Economy,SQ,1050.94,GBP,2H7QWY,Singapore Airlines,0
1653710,LGW,SIN,SIN,LGW,TK1998,20/01/2018,16:45:00,21/01/2018,17:55:00,,Economy,TK,TK55,08/02/2018,23:35:00,09/02/2018,09:50:00,,Economy,TK,797.4,GBP,2HGLLG,Turkish Airlines,0
1620863,SFO,EWR,,,UA1070,20/01/2018,10:45:00,20/01/2018,19:06:00,,Economy,UA,,,00:00:00,,00:00:00,,,,255,GBP,9SPZN8,United,1
1627653,GLA,EWR,EWR,GLA,UA162,20/01/2018,09:00:00,20/01/2018,11:55:00,,Economy,UA,UA161,25/01/2018,20:00:00,26/01/2018,07:30:00,,Economy,UA,755.12,GBP,8RZQGE,United,0
1637417,GLA,EWR,EWR,GLA,UA162,20/01/2018,09:00:00,20/01/2018,11:55:00,,Economy,UA,UA161,24/01/2018,20:00:00,25/01/2018,07:30:00,,Economy,UA,809.52,GBP,KV1F7I,United,0
1643993,GLA,EWR,EWR,GLA,UA162,20/01/2018,09:00:00,20/01/2018,11:55:00,,Economy,UA,LH7646,24/01/2018,20:00:00,25/01/2018,07:30:00,,Economy,LH,599.32,GBP,PQNZQA,United,0
1728944,MAN,EWR,EWR,MAN,UA80,20/01/2018,09:00:00,20/01/2018,12:20:00,,Economy,UA,SN8808,24/01/2018,18:25:00,25/01/2018,10:20:00,,Economy,SN,721.08,GBP,MSL2TA,United,0
1645784,MAN,JFK,JFK,MAN,UA9908,20/01/2018,06:15:00,20/01/2018,13:20:00,,Economy,UA,SN502,25/01/2018,18:15:00,26/01/2018,10:15:00,,Economy,SN,592.88,GBP,3792ZO,United,0
1646632,MAN,JFK,JFK,MAN,UA9908,20/01/2018,06:15:00,20/01/2018,13:20:00,,Economy,UA,SN502,25/01/2018,18:15:00,26/01/2018,10:15:00,,Economy,SN,592.48,GBP,BKRKWK,United,0
1646779,MAN,JFK,JFK,MAN,UA9908,20/01/2018,06:15:00,20/01/2018,13:20:00,,Economy,UA,UA9928,25/01/2018,18:15:00,26/01/2018,10:15:00,,Economy,UA,592.48,GBP,CFF5VE,United,0
1709072,LHR,MBJ,MBJ,LGW,VS103,20/01/2018,11:00:00,20/01/2018,20:40:00,,Economy,VS,VS66,30/01/2018,20:20:00,31/01/2018,10:05:00,,Economy,VS,1106.14,GBP,E2BGMO,Virgin Atlantic,0
1663740,LGW,BGI,BGI,LGW,VS29,20/01/2018,10:05:00,20/01/2018,14:50:00,,Business,VS,VS30,01/02/2018,17:50:00,02/02/2018,05:55:00,,Business,VS,3015.6,GBP,QFRGG6,Virgin Atlantic,0
1691110,LGW,BGI,BGI,LGW,VS29,20/01/2018,10:05:00,20/01/2018,14:50:00,,Premium Economy,VS,VS30,27/01/2018,17:50:00,28/01/2018,05:55:00,,Premium Economy,VS,1675.8,GBP,5QQFRS,Virgin Atlantic,0
1689540,LGW,ANU,ANU,LGW,VS33,20/01/2018,11:00:00,20/01/2018,16:00:00,,Economy,VS,VS34,03/02/2018,18:15:00,04/02/2018,06:20:00,,Economy,VS,991.8,GBP,N6MNG6,Virgin Atlantic,0
1694326,LGW,ANU,ANU,LGW,VS33,20/01/2018,11:00:00,20/01/2018,16:00:00,,Business,VS,VS34,30/01/2018,18:15:00,31/01/2018,06:20:00,,Business,VS,2979.8,GBP,B4VBF2,Virgin Atlantic,0
1674049,LGW,UVF,UVF,LGW,VS97,20/01/2018,08:10:00,20/01/2018,13:20:00,,Economy,VS,VS98,30/01/2018,19:25:00,31/01/2018,07:50:00,,Economy,VS,1102.4,GBP,QLJD72,Virgin Atlantic,0
1675203,LGW,UVF,UVF,LGW,VS97,20/01/2018,08:10:00,20/01/2018,13:20:00,,Economy,VS,VS98,30/01/2018,19:25:00,31/01/2018,07:50:00,,Economy,VS,1155.4,GBP,7DD2FO,Virgin Atlantic,0
1676160,LGW,UVF,UVF,LGW,VS97,20/01/2018,08:10:00,20/01/2018,13:20:00,,Premium Economy,VS,VS98,03/02/2018,19:25:00,04/02/2018,07:50:00,,Premium Economy,VS,2253.8,GBP,MQ7G8W,Virgin Atlantic,0
1739235,LGW,UVF,UVF,LGW,VS97,20/01/2018,08:10:00,20/01/2018,13:20:00,,Economy,VS,VS98,30/01/2018,19:25:00,31/01/2018,07:50:00,,Economy,VS,1155,GBP,8CVL0Q,Virgin Atlantic,0
1803726,LGW,UVF,UVF,LGW,VS97,20/01/2018,08:20:00,20/01/2018,13:30:00,,Economy,VS,VS98,30/01/2018,19:45:00,31/01/2018,08:15:00,,Economy,VS,855.2,GBP,7Z2V82,Virgin Atlantic,0
1866124,LGW,UVF,UVF,LGW,VS97,20/01/2018,08:20:00,20/01/2018,13:30:00,,Economy,VS,VS98,27/01/2018,19:45:00,28/01/2018,08:15:00,,Economy,VS,1326.8,GBP,5K0P9C,Virgin Atlantic,0
1842948,LGW,DTW,,,WS4,20/01/2018,10:45:00,20/01/2018,19:07:00,,Economy,WS,,,00:00:00,,00:00:00,,,,308.32,GBP,VMFJMS,WestJet,1
1847482,NCL,CDG,CDG,NCL,AF1059,21/01/2018,11:05:00,21/01/2018,14:00:00,,Economy,AF,AF1558,24/01/2018,20:50:00,24/01/2018,21:30:00,,Economy,AF,327.02,GBP,VV40F4,Air France,0
1643014,NCL,YUL,YUL,NCL,BA1325,21/01/2018,09:35:00,21/01/2018,15:30:00,,Economy,BA,AC864,28/01/2018,20:00:00,29/01/2018,11:05:00,,Economy,AC,989.16,GBP,B803XG,British Airways,0
1812861,LGW,BGI,UVF,LGW,BA2153,21/01/2018,13:40:00,21/01/2018,18:30:00,,Premium Economy,BA,BA2158,02/02/2018,20:45:00,03/02/2018,09:00:00,,Premium Economy,BA,1901.8,GBP,LF91FW,British Airways,0
1752910,LGW,UVF,UVF,LGW,BA2159,21/01/2018,10:05:00,21/01/2018,15:00:00,,Premium Economy,BA,BA2158,31/01/2018,20:05:00,01/02/2018,08:20:00,,Premium Economy,BA,1862,GBP,2S8G24,British Airways,0
1753775,LGW,UVF,UVF,LGW,BA2159,21/01/2018,10:05:00,21/01/2018,15:00:00,,Business,BA,BA2158,31/01/2018,20:05:00,01/02/2018,08:20:00,,Business,BA,3572,GBP,B3J34Y,British Airways,0
1690380,LHR,NAS,NAS,LHR,BA253,21/01/2018,09:25:00,21/01/2018,14:05:00,,Premium Economy,BA,BA252,04/02/2018,23:05:00,05/02/2018,12:10:00,,Premium Economy,BA,2095.34,GBP,XC0R9W,British Airways,0
1706489,LHR,NAS,NAS,LHR,BA253,21/01/2018,09:25:00,21/01/2018,14:05:00,,Business,BA,BA252,04/02/2018,23:05:00,05/02/2018,12:10:00,,Business,BA,4697.74,GBP,L3HZ4Y,British Airways,0
1755751,LHR,NAS,NAS,LHR,BA253,21/01/2018,09:45:00,21/01/2018,14:30:00,,Business,BA,BA252,04/02/2018,22:00:00,05/02/2018,11:15:00,,Business,BA,4841.34,GBP,7TRMVK,British Airways,0
1843376,LGW,MLA,MLA,LGW,BA2644,21/01/2018,06:50:00,21/01/2018,11:00:00,,Business,BA,BA2645,25/01/2018,13:10:00,25/01/2018,15:30:00,,Business,BA,339.7,GBP,4W30FY,British Airways,0
1617496,BCN,LGW,,,BA2707,21/01/2018,15:25:00,21/01/2018,16:45:00,,Economy,BA,,,00:00:00,,00:00:00,,,,85,GBP,4XDL0M,British Airways,1
1625531,BCN,LGW,,,BA2707,21/01/2018,15:25:00,21/01/2018,16:45:00,,Economy,BA,,,00:00:00,,00:00:00,,,,106.8,GBP,MTV7VQ,British Airways,1
1625440,BCN,LGW,,,BA2709,21/01/2018,20:20:00,21/01/2018,21:35:00,,Economy,BA,,,00:00:00,,00:00:00,,,,106.8,GBP,MCZLXY,British Airways,1
1865835,SOU,MAN,,,BE865,21/01/2018,12:05:00,21/01/2018,13:10:00,,Economy,BE,,,00:00:00,,00:00:00,,,,86.02,GBP,4BW6VE,British European,1
1823813,LHR,AKL,AKL,LHR,CX254,21/01/2018,22:05:00,23/01/2018,13:35:00,,Premium Economy,CX,CX198,11/02/2018,15:00:00,12/02/2018,05:00:00,,Premium Economy,CX,2142.81,GBP,N4XM2Q,Cathay Pacific,0
1817536,LGW,JFK,JFK,LGW,DY7013,21/01/2018,06:00:00,21/01/2018,09:20:00,,Economy,DY,DY7014,25/01/2018,11:20:00,25/01/2018,22:50:00,,Economy,DY,752,GBP,1B342O,Norwegian Shuttle,0
1779357,JFK,LGW,,,DY7016,21/01/2018,22:30:00,22/01/2018,10:00:00,,Economy,DY,,,00:00:00,,00:00:00,,,,368.4,GBP,MVS2KS,Norwegian Shuttle,1
1802488,GLA,BKK,BKK,GLA,EK26,21/01/2018,20:50:00,22/01/2018,18:40:00,,Economy,EK,EK385,20/02/2018,01:05:00,20/02/2018,11:30:00,,Economy,EK,1065.16,GBP,NVM7FG,Emirates,0
1820985,GLA,DXB,DXB,GLA,EK28,21/01/2018,13:00:00,22/01/2018,00:30:00,,Economy,EK,EK25,04/02/2018,14:50:00,04/02/2018,19:00:00,,Economy,EK,748.72,GBP,JP3PWH,Emirates,0
1633285,NCL,HKG,HKG,NCL,EK36,21/01/2018,13:00:00,22/01/2018,14:30:00,,Economy,EK,EK383,30/01/2018,17:55:00,31/01/2018,11:20:00,,Economy,EK,913.68,GBP,5GGXNQ,Emirates,0
1640558,NCL,AKL,AKL,NCL,EK36,21/01/2018,13:00:00,23/01/2018,13:45:00,,Economy,EK,QF8761,11/02/2018,18:50:00,12/02/2018,11:20:00,,Economy,QF,1709.68,GBP,PXZSKM,Emirates,0
1836135,NCL,TPE,TPE,NCL,EK36,21/01/2018,13:00:00,22/01/2018,16:50:00,,Economy,EK,EK367,31/01/2018,23:45:00,01/02/2018,11:20:00,,Economy,EK,498.92,GBP,65C4T4,Emirates,0
1638266,BHX,SIN,SIN,BHX,EK38,21/01/2018,20:45:00,22/01/2018,20:55:00,,Economy,EK,EK355,09/02/2018,21:00:00,10/02/2018,06:25:00,,Economy,EK,1902.32,GBP,VHK178,Emirates,0
