id,depair,destair,indepartcode,inarrivecode,outflightno,outdepartdate,outdeparttime,outarrivaldate,outarrivaltime,outbookingclass,outflightclass,outcarriercode,inflightno,indepartdate,indeparttime,inarrivaldate,inarrivaltime,inbookingclass,inflightclass,incarriercode,originalprice,originalcurrency,reservation,carrier,oneway
1828237,NCL,ALC,ALC,NCL,EZY6417,08/01/2018,09:35:00,08/01/2018,13:30:00,,Standard,,EZY6418,29/01/2018,12:40:00,29/01/2018,14:50:00,,Standard,,154,GBP,ET7C9FZ,EasyJet,0
1743259,GLA,AMS,AMS,GLA,EZY6853,08/01/2018,11:00:00,08/01/2018,13:35:00,,,,EZY6854,11/01/2018,14:05:00,11/01/2018,14:40:00,,,,118.13,GBP,ESM38NN,EasyJet,0
1817136,GLA,AMS,AMS,GLA,EZY6853,08/01/2018,11:00:00,08/01/2018,13:35:00,,Standard,,EZY6854,11/01/2018,14:05:00,11/01/2018,14:40:00,,Standard,,280.7,GBP,ET4WK6N,EasyJet,0
1841595,GLA,AMS,AMS,GLA,EZY6853,08/01/2018,11:00:00,08/01/2018,13:35:00,,Standard,,EZY6854,12/01/2018,14:05:00,12/01/2018,14:40:00,,Standard,,180.74,GBP,ETBHW2Z,EasyJet,0
1686391,GLA,AGP,AGP,GLA,EZY6861,08/01/2018,13:00:00,08/01/2018,17:15:00,,,,EZY6862,05/03/2018,17:50:00,05/03/2018,20:20:00,,,,134.29,GBP,ES8VZTT,EasyJet,0
1787944,GLA,AGP,AGP,GLA,EZY6861,08/01/2018,13:00:00,08/01/2018,17:15:00,,,,EZY6862,22/01/2018,17:50:00,22/01/2018,20:20:00,,,,65.63,GBP,ESWQ544,EasyJet,0
1837565,GLA,ALC,ALC,GLA,EZY6877,08/01/2018,15:35:00,08/01/2018,19:35:00,,Standard,,EZY6878,12/01/2018,11:15:00,12/01/2018,13:35:00,,Standard,,120.33,GBP,ET9K8KK,EasyJet,0
1850921,GLA,ALC,ALC,GLA,EZY6877,08/01/2018,15:35:00,08/01/2018,19:35:00,,Standard,,EZY6878,11/01/2018,11:15:00,11/01/2018,13:35:00,,Standard,,156.5,GBP,ETDJVCW,EasyJet,0
1709099,EDI,KRK,KRK,EDI,EZY6939,08/01/2018,12:00:00,08/01/2018,15:40:00,,,,EZY6940,12/01/2018,11:05:00,12/01/2018,13:00:00,,,,134.96,GBP,ESF58SD,EasyJet,0
1743595,EDI,KEF,KEF,EDI,EZY6941,08/01/2018,16:50:00,08/01/2018,19:15:00,,,,EZY6942,11/01/2018,19:35:00,11/01/2018,21:50:00,,,,133.96,GBP,ESM4GW5,EasyJet,0
1849798,EDI,CPH,CPH,EDI,EZY6979,08/01/2018,09:35:00,08/01/2018,12:20:00,,Standard,,EZY6980,12/01/2018,15:20:00,12/01/2018,16:20:00,,Standard,,358.6,GBP,ETDC5RW,EasyJet,0
1778853,LPL,AMS,AMS,LPL,EZY7001,08/01/2018,07:25:00,08/01/2018,09:50:00,,,,EZY7012,10/01/2018,21:25:00,10/01/2018,21:50:00,,,,108.96,GBP,ESTJM3C,EasyJet,0
1780014,LPL,AMS,AMS,LPL,EZY7001,08/01/2018,07:25:00,08/01/2018,09:50:00,,,,EZY7012,10/01/2018,21:25:00,10/01/2018,21:50:00,,,,221.92,GBP,ESTRPKV,EasyJet,0
1707115,LGW,FNC,FNC,LGW,EZY8135,08/01/2018,07:10:00,08/01/2018,11:00:00,,,,EZY8138,22/01/2018,18:30:00,22/01/2018,22:15:00,,,,166.96,GBP,ESDQMCZ,EasyJet,0
1848346,LGW,FNC,FNC,LGW,EZY8135,08/01/2018,07:10:00,08/01/2018,11:00:00,,Standard,,EZY8136,23/01/2018,11:40:00,23/01/2018,15:25:00,,Standard,,146.35,GBP,ETD3HHP,EasyJet,0
1846294,LGW,FNC,FNC,LGW,EZY8137,08/01/2018,14:05:00,08/01/2018,18:00:00,,Standard,,EZY8138,11/01/2018,18:30:00,11/01/2018,22:15:00,,Standard,,215.03,GBP,ETCKN12,EasyJet,0
1807444,LJU,LGW,,,EZY8422,08/01/2018,19:50:00,08/01/2018,21:10:00,,Standard,,,,00:00:00,,00:00:00,,,,50.82,GBP,ET2X73D,EasyJet,1
1813267,LGW,PFO,PFO,LGW,EZY8453,08/01/2018,07:10:00,08/01/2018,13:40:00,,Standard,,EZY8454,12/01/2018,14:20:00,12/01/2018,17:20:00,,Standard,,101.98,GBP,ET42ZKB,EasyJet,0
1842084,LGW,NAP,NAP,LGW,EZY8529,08/01/2018,07:05:00,08/01/2018,10:50:00,,Standard,,EZY8530,12/01/2018,11:25:00,12/01/2018,13:20:00,,Standard,,226.62,GBP,ETBLN6L,EasyJet,0
1796810,LGW,AGP,AGP,LGW,EZY8605,08/01/2018,09:30:00,08/01/2018,13:25:00,,Standard,,EZY8610,05/02/2018,21:10:00,05/02/2018,23:00:00,,Standard,,118.96,GBP,ESZKV6T,EasyJet,0
1749317,LGW,LPA,LPA,LGW,EZY8691,08/01/2018,07:25:00,08/01/2018,11:55:00,,,,EZY8692,18/01/2018,12:35:00,18/01/2018,16:55:00,,,,97.98,GBP,ESMZZ2M,EasyJet,0
1805428,LGW,TFS,,,EZY8705,08/01/2018,13:50:00,08/01/2018,18:20:00,,Standard,,,,00:00:00,,00:00:00,,,,111.08,GBP,ET2GSLC,EasyJet,1
1845048,LGW,TFS,TFS,LGW,EZY8705,08/01/2018,13:50:00,08/01/2018,18:20:00,,Standard,,EZY8706,15/01/2018,19:05:00,15/01/2018,23:30:00,,Standard,,522.55,GBP,ETCC44T,EasyJet,0
1850101,LGW,RAK,RAK,LGW,EZY8893,08/01/2018,07:40:00,08/01/2018,11:25:00,,Standard,,EZY8894,13/01/2018,12:05:00,13/01/2018,15:45:00,,Standard,,404.64,GBP,ETDD75P,EasyJet,0
1771542,LGW,PRG,PRG,LGW,EZY8993,08/01/2018,09:00:00,08/01/2018,12:00:00,,,,EZY8994,11/01/2018,12:35:00,11/01/2018,13:45:00,,,,112.96,GBP,ESRWLW7,EasyJet,0
1732743,MAN,PRG,PRG,MAN,EZY1801,09/01/2018,17:30:00,09/01/2018,20:30:00,,,,EZY1802,13/01/2018,18:10:00,13/01/2018,19:30:00,,,,108.96,GBP,ESKB6Q6,EasyJet,0
1650452,MAN,KEF,KEF,MAN,EZY1805,09/01/2018,07:45:00,09/01/2018,10:40:00,,,,EZY1806,12/01/2018,11:20:00,12/01/2018,14:00:00,,,,149.96,GBP,ES25DDG,EasyJet,0
1650761,MAN,KEF,KEF,MAN,EZY1805,09/01/2018,07:45:00,09/01/2018,10:40:00,,,,EZY1806,12/01/2018,11:20:00,12/01/2018,14:00:00,,,,222.94,GBP,ES27W1G,EasyJet,0
1650996,MAN,KEF,KEF,MAN,EZY1805,09/01/2018,07:45:00,09/01/2018,10:40:00,,,,EZY1806,12/01/2018,11:20:00,12/01/2018,14:00:00,,,,182.96,GBP,ES28T9B,EasyJet,0
1668575,MAN,KEF,KEF,MAN,EZY1805,09/01/2018,07:45:00,09/01/2018,10:40:00,,,,EZY1806,12/01/2018,11:20:00,12/01/2018,14:00:00,,,,207.96,GBP,ES55Z3W,EasyJet,0
1670162,MAN,KEF,KEF,MAN,EZY1805,09/01/2018,07:45:00,09/01/2018,10:40:00,,,,EZY1806,13/01/2018,11:20:00,13/01/2018,14:00:00,,,,206.96,GBP,ES5HZPM,EasyJet,0
1673367,MAN,KEF,KEF,MAN,EZY1805,09/01/2018,07:45:00,09/01/2018,10:40:00,,,,EZY1806,13/01/2018,11:20:00,13/01/2018,14:00:00,,,,216.96,GBP,ES64NKB,EasyJet,0
1693919,MAN,KEF,KEF,MAN,EZY1805,09/01/2018,07:45:00,09/01/2018,10:40:00,,,,EZY1806,12/01/2018,11:20:00,12/01/2018,14:00:00,,,,192.96,GBP,ESB8HC6,EasyJet,0
1719361,MAN,KEF,KEF,MAN,EZY1805,09/01/2018,07:45:00,09/01/2018,10:40:00,,,,EZY1806,13/01/2018,11:20:00,13/01/2018,14:00:00,,,,146.96,GBP,ESH21HT,EasyJet,0
1802217,MAN,KEF,KEF,MAN,EZY1805,09/01/2018,07:45:00,09/01/2018,10:40:00,,Standard,,EZY1808,13/01/2018,17:30:00,13/01/2018,20:10:00,,Standard,,223.17,GBP,ET1SBQJ,EasyJet,0
1736900,MAN,KEF,KEF,MAN,EZY1807,09/01/2018,16:00:00,09/01/2018,18:50:00,,,,EZY1806,13/01/2018,11:20:00,13/01/2018,14:00:00,,,,120.96,GBP,ESL2BDX,EasyJet,0
1770019,MAN,KEF,KEF,MAN,EZY1807,09/01/2018,16:00:00,09/01/2018,18:50:00,,,,EZY1806,13/01/2018,11:20:00,13/01/2018,14:00:00,,,,68.98,GBP,ESRK7X6,EasyJet,0
1701776,MAN,KRK,KRK,MAN,EZY1871,09/01/2018,14:45:00,09/01/2018,18:20:00,,,,EZY1872,13/01/2018,10:55:00,13/01/2018,12:40:00,,,,98.96,GBP,ESCNW5H,EasyJet,0
1767352,MAN,KRK,KRK,MAN,EZY1871,09/01/2018,14:45:00,09/01/2018,18:20:00,,,,EZY1872,13/01/2018,10:55:00,13/01/2018,12:40:00,,,,106.96,GBP,ESR1ZJ9,EasyJet,0
1660114,MAN,SXF,SXF,MAN,EZY1897,09/01/2018,06:45:00,09/01/2018,09:45:00,,,,EZY1892,12/01/2018,19:55:00,12/01/2018,21:05:00,,,,113.76,GBP,ES3T175,EasyJet,0
1667741,MAN,TFS,TFS,MAN,EZY1901,09/01/2018,07:45:00,09/01/2018,12:30:00,,,,EZY1902,30/01/2018,13:10:00,30/01/2018,17:55:00,,,,215.09,GBP,ES52QLF,EasyJet,0
1685519,MAN,TFS,TFS,MAN,EZY1901,09/01/2018,07:45:00,09/01/2018,12:30:00,,,,EZY1902,13/03/2018,13:10:00,13/03/2018,17:55:00,,,,259.53,GBP,ES8PJ33,EasyJet,0
1792303,MAN,ALC,ALC,MAN,EZY1917,09/01/2018,06:05:00,09/01/2018,09:55:00,,,,EZY1918,28/02/2018,11:00:00,28/02/2018,12:55:00,,,,144.96,GBP,ESXNZVH,EasyJet,0
1853596,MAN,ALC,ALC,MAN,EZY1917,09/01/2018,06:05:00,09/01/2018,09:55:00,,Standard,,EZY1918,16/01/2018,10:35:00,16/01/2018,12:30:00,,Standard,,311.21,GBP,ETF14BN,EasyJet,0
1770240,MAN,MLA,MLA,MAN,EZY1995,09/01/2018,07:55:00,09/01/2018,12:25:00,,,,EZY1996,13/01/2018,19:55:00,13/01/2018,22:40:00,,,,102.96,GBP,ESRMBH8,EasyJet,0
1777993,MAN,MLA,MLA,MAN,EZY1995,09/01/2018,07:55:00,09/01/2018,12:25:00,,,,EZY1996,13/01/2018,19:55:00,13/01/2018,22:40:00,,,,204.92,GBP,ESTC8NQ,EasyJet,0
1755040,BRS,BCN,BCN,BRS,EZY6025,09/01/2018,07:20:00,09/01/2018,10:20:00,,,,EZY6026,13/01/2018,10:55:00,13/01/2018,12:15:00,,,,106.96,GBP,ESNVC9K,EasyJet,0
1744415,BRS,AMS,AMS,BRS,EZY6161,09/01/2018,07:50:00,09/01/2018,10:10:00,,,,EZY6168,12/01/2018,21:20:00,12/01/2018,21:40:00,,,,116.96,GBP,ESM7LCP,EasyJet,0
1848693,BRS,ACE,ACE,BRS,EZY6193,09/01/2018,07:35:00,09/01/2018,11:35:00,,Standard,,EZY6194,13/01/2018,11:45:00,13/01/2018,15:40:00,,Standard,,192.86,GBP,ETD52JJ,EasyJet,0
1685463,NCL,AGP,AGP,NCL,EZY6407,09/01/2018,14:20:00,09/01/2018,18:30:00,,,,EZY6408,30/01/2018,19:05:00,30/01/2018,21:25:00,,,,135.96,GBP,ES8P923,EasyJet,0
1706792,NCL,AGP,AGP,NCL,EZY6407,09/01/2018,14:20:00,09/01/2018,18:30:00,,,,EZY6408,22/02/2018,19:05:00,22/02/2018,21:25:00,,,,66.98,GBP,ESDP7F2,EasyJet,0
1797407,NCL,AGP,AGP,NCL,EZY6407,09/01/2018,14:20:00,09/01/2018,18:30:00,,Standard,,EZY6408,06/02/2018,19:05:00,06/02/2018,21:25:00,,Standard,,62.98,GBP,ESZQF9Q,EasyJet,0
1827435,NCL,AGP,AGP,NCL,EZY6407,09/01/2018,14:20:00,09/01/2018,18:30:00,,Standard,,EZY6408,23/01/2018,19:05:00,23/01/2018,21:25:00,,Standard,,112,GBP,ET765JR,EasyJet,0
1840146,AGP,NCL,,,EZY6408,09/01/2018,19:05:00,09/01/2018,21:25:00,,Standard,,,,00:00:00,,00:00:00,,,,283.28,GBP,ETB6FZ7,EasyJet,1
1706762,NCL,FAO,FAO,NCL,EZY6445,09/01/2018,15:55:00,09/01/2018,19:10:00,,,,EZY6446,06/02/2018,19:40:00,06/02/2018,22:55:00,,,,130.96,GBP,ESDP32M,EasyJet,0
1793773,NCL,FAO,FAO,NCL,EZY6445,09/01/2018,15:55:00,09/01/2018,19:10:00,,Standard,,EZY6446,16/01/2018,19:40:00,16/01/2018,22:55:00,,Standard,,128.96,GBP,ESXZ4LD,EasyJet,0
1840488,NCL,FAO,FAO,NCL,EZY6445,09/01/2018,15:55:00,09/01/2018,19:10:00,,Standard,,EZY6446,16/01/2018,19:40:00,16/01/2018,22:55:00,,Standard,,74.64,GBP,ETB7XBJ,EasyJet,0
1836035,GLA,FAO,FAO,GLA,EZY6843,09/01/2018,15:10:00,09/01/2018,18:25:00,,Standard,,EZY6844,16/01/2018,18:55:00,16/01/2018,22:15:00,,Standard,,149.9,GBP,ET957SJ,EasyJet,0
1653003,EDI,KEF,KEF,EDI,EZY6941,09/01/2018,16:30:00,09/01/2018,18:55:00,,,,EZY6942,13/01/2018,16:30:00,13/01/2018,18:45:00,,,,281.92,GBP,ES2K9PH,EasyJet,0
1743598,EDI,KEF,KEF,EDI,EZY6941,09/01/2018,16:30:00,09/01/2018,18:55:00,,,,EZY6942,13/01/2018,16:30:00,13/01/2018,18:45:00,,,,148.43,GBP,ESM4HGC,EasyJet,0
1845526,EDI,ALC,ALC,EDI,EZY6989,09/01/2018,06:55:00,09/01/2018,11:10:00,,Standard,,EZY6990,16/01/2018,11:50:00,16/01/2018,14:10:00,,Standard,,65.55,GBP,ETCG119,EasyJet,0
1766712,LPL,AMS,AMS,LPL,EZY7001,09/01/2018,07:25:00,09/01/2018,09:50:00,,,,EZY7012,12/01/2018,21:25:00,12/01/2018,21:50:00,,,,100.96,GBP,ESQVSB6,EasyJet,0
1672132,LPL,ACE,ACE,LPL,EZY7153,09/01/2018,13:50:00,09/01/2018,18:05:00,,,,EZY7154,04/03/2018,12:00:00,04/03/2018,16:20:00,,,,186.81,GBP,ES5VFJB,EasyJet,0
1842129,LPL,ACE,ACE,LPL,EZY7153,09/01/2018,13:50:00,09/01/2018,18:05:00,,Standard,,EZY7154,14/01/2018,12:00:00,14/01/2018,16:20:00,,Standard,,292.89,GBP,ETBLWPB,EasyJet,0
1655606,LPL,AGP,AGP,LPL,EZY7179,09/01/2018,08:25:00,09/01/2018,12:25:00,,,,EZY7180,23/01/2018,13:00:00,23/01/2018,15:05:00,,,,136.96,GBP,ES332XH,EasyJet,0
1735606,LPL,AGP,AGP,LPL,EZY7179,09/01/2018,08:25:00,09/01/2018,12:25:00,,,,EZY7180,06/02/2018,13:00:00,06/02/2018,15:05:00,,,,136.96,GBP,ESKS9JS,EasyJet,0
1761864,LPL,AGP,AGP,LPL,EZY7179,09/01/2018,08:25:00,09/01/2018,12:25:00,,,,EZY7180,18/01/2018,11:40:00,18/01/2018,13:45:00,,,,60.98,GBP,ESPZHT7,EasyJet,0
1693633,SEN,FAO,FAO,SEN,EZY7361,09/01/2018,11:30:00,09/01/2018,14:30:00,,,,EZY7362,06/02/2018,13:55:00,06/02/2018,16:50:00,,,,58.56,GBP,ESB7J4V,EasyJet,0
1816229,SEN,TFS,TFS,SEN,EZY7441,09/01/2018,07:10:00,09/01/2018,11:45:00,,Standard,,EZY7442,23/01/2018,12:40:00,23/01/2018,17:20:00,,Standard,,216.14,GBP,ET4QG62,EasyJet,0
1847376,LGW,AGA,AGA,LGW,EZY8149,09/01/2018,07:10:00,09/01/2018,11:05:00,,Standard,,EZY8150,23/01/2018,11:50:00,23/01/2018,15:40:00,,Standard,,194.56,GBP,ETCVN59,EasyJet,0
1810598,LGW,LEI,LEI,LGW,EZY8163,09/01/2018,07:20:00,09/01/2018,11:15:00,,Standard,,EZY8164,13/01/2018,11:50:00,13/01/2018,13:40:00,,Standard,,114.98,GBP,ET3HWNF,EasyJet,0
1658035,LGW,KEF,KEF,LGW,EZY8507,09/01/2018,15:30:00,09/01/2018,18:50:00,,,,EZY8504,12/01/2018,12:05:00,12/01/2018,15:15:00,,,,282.92,GBP,ES3GTZ8,EasyJet,0
1658148,LGW,KEF,KEF,LGW,EZY8507,09/01/2018,15:30:00,09/01/2018,18:50:00,,,,EZY8508,12/01/2018,19:25:00,12/01/2018,22:35:00,,,,154.96,GBP,ES3H55H,EasyJet,0
1813574,LGW,KEF,KEF,LGW,EZY8507,09/01/2018,15:30:00,09/01/2018,18:50:00,,Standard,,EZY8508,12/01/2018,19:30:00,12/01/2018,22:40:00,,Standard,,134.96,GBP,ET443CZ,EasyJet,0
1796048,LGW,ACE,ACE,LGW,EZY8681,09/01/2018,07:40:00,09/01/2018,12:00:00,,Standard,,EZY8682,19/01/2018,12:40:00,19/01/2018,16:45:00,,Standard,,144.96,GBP,ESZDJNQ,EasyJet,0
1792317,LGW,TFS,TFS,LGW,EZY8703,09/01/2018,08:00:00,09/01/2018,12:35:00,,,,EZY8704,19/01/2018,13:15:00,19/01/2018,17:40:00,,,,186.96,GBP,ESXP34T,EasyJet,0
1654025,LGW,HRG,HRG,LGW,EZY8861,09/01/2018,09:35:00,09/01/2018,17:00:00,,,,EZY8862,30/01/2018,17:45:00,30/01/2018,21:50:00,,,,326.9,GBP,ES2RNPR,EasyJet,0
1797202,LGW,HRG,HRG,LGW,EZY8861,09/01/2018,09:35:00,09/01/2018,17:00:00,,Standard,,EZY8862,30/01/2018,17:45:00,30/01/2018,21:50:00,,Standard,,284.27,GBP,ESZPG7H,EasyJet,0
1816544,LGW,HRG,HRG,LGW,EZY8861,09/01/2018,09:35:00,09/01/2018,17:00:00,,Standard,,EZY8862,30/01/2018,17:45:00,30/01/2018,21:55:00,,Standard,,244.2,GBP,ET4RTWR,EasyJet,0
1842610,LGW,AMS,AMS,LGW,EZY8875,09/01/2018,11:30:00,09/01/2018,13:50:00,,Standard,,EZY8876,12/01/2018,14:20:00,12/01/2018,14:35:00,,Standard,,112.06,GBP,ETBQ6JB,EasyJet,0
1677697,MAN,KEF,KEF,MAN,EZY1805,10/01/2018,07:45:00,10/01/2018,10:40:00,,,,EZY1808,13/01/2018,17:30:00,13/01/2018,20:10:00,,,,201.96,GBP,ES73JR5,EasyJet,0
1720003,MAN,KEF,KEF,MAN,EZY1805,10/01/2018,07:45:00,10/01/2018,10:40:00,,,,EZY1806,13/01/2018,11:20:00,13/01/2018,14:00:00,,,,154.96,GBP,ESH5LW6,EasyJet,0
1737617,MAN,KEF,KEF,MAN,EZY1805,10/01/2018,07:45:00,10/01/2018,10:40:00,,,,EZY1806,13/01/2018,11:20:00,13/01/2018,14:00:00,,,,131.96,GBP,ESL5MFT,EasyJet,0
1737835,MAN,KEF,KEF,MAN,EZY1805,10/01/2018,07:45:00,10/01/2018,10:40:00,,,,EZY1806,13/01/2018,11:20:00,13/01/2018,14:00:00,,,,140.96,GBP,ESL6F27,EasyJet,0
1841032,MAN,KEF,KEF,MAN,EZY1805,10/01/2018,07:45:00,10/01/2018,10:40:00,,Standard,,EZY1806,14/01/2018,11:20:00,14/01/2018,14:00:00,,Standard,,312.04,GBP,ETBC8KF,EasyJet,0
1834405,MAN,AMS,AMS,MAN,EZY1831,10/01/2018,07:00:00,10/01/2018,09:25:00,,Standard,,EZY1836,12/01/2018,21:15:00,12/01/2018,21:35:00,,Standard,,116.1,GBP,ET8RS6V,EasyJet,0
1807893,MAN,TFS,TFS,MAN,EZY1901,10/01/2018,07:45:00,10/01/2018,12:30:00,,Standard,,EZY1902,17/01/2018,13:10:00,17/01/2018,17:55:00,,Standard,,223.98,GBP,TEST,EasyJet,0
1855252,LTN,TLV,TLV,LTN,EZY2085,10/01/2018,11:45:00,10/01/2018,18:40:00,,Standard,,EZY2084,12/01/2018,16:55:00,12/01/2018,20:30:00,,Standard,,668.34,GBP,ETF8CGQ,EasyJet,0
1846555,EDI,STN,STN,EDI,EZY232,10/01/2018,07:00:00,10/01/2018,08:25:00,,Standard,,EZY239,12/01/2018,19:35:00,12/01/2018,20:50:00,,Standard,,73.5,GBP,ETCLG3L,EasyJet,0
1838316,BRS,AMS,AMS,BRS,EZY6167,10/01/2018,18:05:00,10/01/2018,20:25:00,,Standard,,EZY6162,13/01/2018,09:50:00,13/01/2018,10:10:00,,Standard,,123.38,GBP,ET9PVM1,EasyJet,0
1806735,NCL,TFS,TFS,NCL,EZY6423,10/01/2018,10:40:00,10/01/2018,15:35:00,,Standard,,EZY6424,17/01/2018,16:15:00,17/01/2018,21:00:00,,Standard,,220.96,GBP,ET2RXRL,EasyJet,0
1810136,GLA,AGP,AGP,GLA,EZY6861,10/01/2018,11:10:00,10/01/2018,15:25:00,,Standard,,EZY6862,19/01/2018,20:05:00,19/01/2018,22:35:00,,Standard,,108.03,GBP,ET3F9Z1,EasyJet,0
1852017,EDI,AMS,AMS,EDI,EZY6923,10/01/2018,18:40:00,10/01/2018,21:15:00,,Standard,,EZY6924,12/01/2018,21:45:00,12/01/2018,22:15:00,,Standard,,233.26,GBP,ETDPK4G,EasyJet,0
1836179,EDI,TFS,TFS,EDI,EZY6949,10/01/2018,11:05:00,10/01/2018,15:55:00,,Standard,,EZY6950,24/01/2018,16:35:00,24/01/2018,21:30:00,,Standard,,198.92,GBP,ET95XQ4,EasyJet,0
1693257,LPL,FUE,FUE,LPL,EZY7167,10/01/2018,12:10:00,10/01/2018,16:40:00,,,,EZY7168,28/02/2018,17:20:00,28/02/2018,21:45:00,,,,221.15,GBP,ESB4BN3,EasyJet,0
1839869,LPL,FAO,FAO,LPL,EZY7193,10/01/2018,06:40:00,10/01/2018,09:30:00,,Standard,,EZY7194,24/01/2018,10:00:00,24/01/2018,13:05:00,,Standard,,120.14,GBP,ETB3G3Z,EasyJet,0
1814088,LGW,PFO,PFO,LGW,EZY8453,10/01/2018,07:10:00,10/01/2018,13:40:00,,Standard,,EZY8454,17/01/2018,14:20:00,17/01/2018,17:20:00,,Standard,,215.94,GBP,ET47LWM,EasyJet,0
1817875,LGW,PFO,PFO,LGW,EZY8453,10/01/2018,07:10:00,10/01/2018,13:40:00,,Standard,,EZY8454,17/01/2018,14:20:00,17/01/2018,17:20:00,,Standard,,85.98,GBP,ET535P7,EasyJet,0
1674570,LGW,KEF,KEF,LGW,EZY8507,10/01/2018,15:30:00,10/01/2018,18:50:00,,,,EZY8508,13/01/2018,19:25:00,13/01/2018,22:35:00,,,,150.96,GBP,ES6CVX1,EasyJet,0
1840147,LGW,FUE,FUE,LGW,EZY8537,10/01/2018,13:40:00,10/01/2018,18:00:00,,Standard,,EZY8538,24/01/2018,18:40:00,24/01/2018,22:55:00,,Standard,,158.52,GBP,ETB6G2L,EasyJet,0
1747646,LGW,BCN,BCN,LGW,EZY8571,10/01/2018,06:55:00,10/01/2018,10:00:00,,,,EZY8574,21/01/2018,14:10:00,21/01/2018,15:30:00,,,,174.96,GBP,ESMQS2W,EasyJet,0
1788242,LGW,BCN,BCN,LGW,EZY8573,10/01/2018,10:30:00,10/01/2018,13:35:00,,,,EZY8574,21/01/2018,14:10:00,21/01/2018,15:30:00,,,,174.94,GBP,ESWTVC1,EasyJet,0
1693643,LGW,LPA,LPA,LGW,EZY8691,10/01/2018,07:25:00,10/01/2018,11:55:00,,,,EZY8692,24/01/2018,12:35:00,24/01/2018,16:55:00,,,,151.96,GBP,ESB7K6G,EasyJet,0
1833602,LGW,PRG,,,EZY8997,10/01/2018,17:55:00,10/01/2018,20:55:00,,Standard,,,,00:00:00,,00:00:00,,,,62.98,GBP,ET8M1LG,EasyJet,1
1798384,MAN,AMS,AMS,MAN,EZY1833,11/01/2018,14:25:00,11/01/2018,16:45:00,,Standard,,EZY1838,15/01/2018,14:20:00,15/01/2018,14:40:00,,Standard,,113.08,GBP,ESZXHR3,EasyJet,0
1728186,MAN,TFS,TFS,MAN,EZY1901,11/01/2018,07:20:00,11/01/2018,12:05:00,,,,EZY1902,11/02/2018,12:25:00,11/02/2018,17:10:00,,,,188.83,GBP,ESJJQP5,EasyJet,0
1748858,MAN,TFS,TFS,MAN,EZY1901,11/01/2018,07:20:00,11/01/2018,12:05:00,,,,EZY1902,16/01/2018,13:10:00,16/01/2018,17:55:00,,,,521.06,GBP,ESMWKMZ,EasyJet,0
1809012,MAN,ALC,ALC,MAN,EZY1917,11/01/2018,06:35:00,11/01/2018,10:25:00,,Standard,,EZY1918,14/01/2018,11:00:00,14/01/2018,12:55:00,,Standard,,150.96,GBP,ET37HH3,EasyJet,0
1846157,LTN,MUC,MUC,LTN,EZY2081,11/01/2018,16:45:00,11/01/2018,19:35:00,,Standard,,EZY2082,14/01/2018,20:05:00,14/01/2018,21:05:00,,Standard,,155.64,GBP,ETCK5SN,EasyJet,0
1702379,LTN,BCN,BCN,LTN,EZY2263,11/01/2018,07:45:00,11/01/2018,10:55:00,,,,EZY2266,19/01/2018,15:00:00,19/01/2018,16:25:00,,,,278.68,GBP,ESCSL1Z,EasyJet,0
1653399,LTN,BCN,BCN,LTN,EZY2265,11/01/2018,12:30:00,11/01/2018,15:35:00,,,,EZY2268,19/01/2018,20:50:00,19/01/2018,22:15:00,,,,176.96,GBP,ES2NHTJ,EasyJet,0
1816346,LTN,KEF,KEF,LTN,EZY2295,11/01/2018,07:45:00,11/01/2018,11:00:00,,Standard,,EZY2298,13/01/2018,19:35:00,13/01/2018,22:35:00,,Standard,,182.96,GBP,ET4R2JH,EasyJet,0
1844719,LTN,KEF,KEF,LTN,EZY2297,11/01/2018,14:00:00,11/01/2018,17:05:00,,Standard,,EZY2296,15/01/2018,11:40:00,15/01/2018,14:35:00,,Standard,,462.76,GBP,ETC9WQC,EasyJet,0
1846544,STN,AGP,AGP,STN,EZY3111,11/01/2018,07:05:00,11/01/2018,11:10:00,,Standard,,EZY3112,04/02/2018,12:00:00,04/02/2018,14:00:00,,Standard,,70.6,GBP,ETCLFDK,EasyJet,0
1650864,BRS,KEF,KEF,BRS,EZY6001,11/01/2018,07:45:00,11/01/2018,10:50:00,,,,EZY6002,14/01/2018,12:00:00,14/01/2018,14:55:00,,,,230.96,GBP,ES28BDC,EasyJet,0
1650998,BRS,KEF,KEF,BRS,EZY6001,11/01/2018,07:45:00,11/01/2018,10:50:00,,,,EZY6002,14/01/2018,12:00:00,14/01/2018,14:55:00,,,,250.96,GBP,ES28TD9,EasyJet,0
1659038,BRS,KEF,KEF,BRS,EZY6001,11/01/2018,07:45:00,11/01/2018,10:50:00,,,,EZY6002,14/01/2018,12:00:00,14/01/2018,14:55:00,,,,251.96,GBP,ES3N9BL,EasyJet,0
1715462,BRS,KEF,KEF,BRS,EZY6001,11/01/2018,07:45:00,11/01/2018,10:50:00,,,,EZY6002,14/01/2018,12:00:00,14/01/2018,14:55:00,,,,212.96,GBP,ESGBN9G,EasyJet,0
1762710,BRS,KEF,KEF,BRS,EZY6001,11/01/2018,07:45:00,11/01/2018,10:50:00,,,,EZY6002,14/01/2018,12:00:00,14/01/2018,14:55:00,,,,821.9,GBP,ESQ54T1,EasyJet,0
